time(UTC),temp_air,relative_humidity,ghi,dni,dhi,IR(h),wind_speed,wind_direction,pressure
2019-01-01 00:00:00+00:00,2.64,78.27,0.0,-0.0,0.0,260.15,1.38,355.0,101301.0
2019-01-01 01:00:00+00:00,2.29,77.21,0.0,-0.0,0.0,255.94,1.53,355.0,101301.0
2019-01-01 02:00:00+00:00,1.95,76.15,0.0,-0.0,0.0,251.74,1.67,355.0,101301.0
2019-01-01 03:00:00+00:00,1.6,75.09,0.0,-0.0,0.0,247.53,1.81,355.0,101271.0
2019-01-01 04:00:00+00:00,1.25,74.04,0.0,-0.0,0.0,243.33,1.95,355.0,101242.0
2019-01-01 05:00:00+00:00,0.91,72.98,0.0,-0.0,0.0,239.12,2.1,355.0,101261.0
2019-01-01 06:00:00+00:00,0.56,71.92,0.0,-0.0,0.0,234.92,2.24,354.0,101271.0
2019-01-01 07:00:00+00:00,0.22,70.86,20.0,0.0,20.0,230.71,2.38,355.0,101320.0
2019-01-01 08:00:00+00:00,1.44,73.45,187.0,639.73,53.0,231.4,1.59,347.0,101340.0
2019-01-01 09:00:00+00:00,4.43,62.1,314.0,777.96,66.0,233.2,1.45,346.0,101350.0
2019-01-01 10:00:00+00:00,5.86,55.9,396.0,831.71,73.0,238.0,1.86,351.0,101261.0
2019-01-01 11:00:00+00:00,6.98,51.8,428.0,863.48,71.0,243.2,1.86,358.0,101251.0
2019-01-01 12:00:00+00:00,7.84,49.0,398.0,815.63,78.0,246.2,1.79,357.0,101202.0
2019-01-01 13:00:00+00:00,8.25,48.25,312.0,710.62,80.0,249.0,1.59,354.0,101133.0
2019-01-01 14:00:00+00:00,8.08,52.45,197.0,644.44,55.0,250.0,1.24,336.0,101093.0
2019-01-01 15:00:00+00:00,7.0,61.65,49.0,271.0,27.0,252.2,1.1,312.0,101064.0
2019-01-01 16:00:00+00:00,5.34,71.7,0.0,-0.0,0.0,254.2,1.03,322.0,101084.0
2019-01-01 17:00:00+00:00,3.79,78.35,0.0,-0.0,0.0,255.0,0.97,345.0,101074.0
2019-01-01 18:00:00+00:00,3.55,74.8,0.0,-0.0,0.0,257.0,0.9,19.0,101074.0
2019-01-01 19:00:00+00:00,1.88,78.4,0.0,-0.0,0.0,239.6,1.1,56.0,101014.0
2019-01-01 20:00:00+00:00,0.88,80.6,0.0,-0.0,0.0,237.2,1.17,74.0,100965.0
2019-01-01 21:00:00+00:00,0.01,82.6,0.0,-0.0,0.0,236.8,1.24,74.0,100906.0
2019-01-01 22:00:00+00:00,-0.47,82.4,0.0,-0.0,0.0,236.6,1.31,81.0,100876.0
2019-01-01 23:00:00+00:00,-0.43,79.1,0.0,-0.0,0.0,236.6,1.38,86.0,100748.0
2019-01-02 00:00:00+00:00,-0.04,74.65,0.0,-0.0,0.0,237.0,1.24,90.0,100718.0
2019-01-02 01:00:00+00:00,0.67,69.3,0.0,-0.0,0.0,237.2,1.1,100.0,100669.0
2019-01-02 02:00:00+00:00,1.74,63.25,0.0,-0.0,0.0,237.0,0.9,106.0,100610.0
2019-01-02 03:00:00+00:00,2.4,60.2,0.0,-0.0,0.0,237.4,0.83,94.0,100531.0
2019-01-02 04:00:00+00:00,2.11,62.05,0.0,-0.0,0.0,245.6,0.83,77.0,100472.0
2019-01-02 05:00:00+00:00,1.87,64.15,0.0,-0.0,0.0,255.6,0.83,69.0,100402.0
2019-01-02 06:00:00+00:00,1.94,66.05,0.0,-0.0,0.0,284.4,0.83,60.0,100343.0
2019-01-02 07:00:00+00:00,1.36,73.35,22.0,0.0,22.0,294.4,1.03,48.0,100373.0
2019-01-02 08:00:00+00:00,2.44,77.9,157.0,348.03,84.0,309.4,0.9,21.0,100402.0
2019-01-02 09:00:00+00:00,3.68,81.1,213.0,190.98,152.0,306.0,0.97,354.0,100393.0
2019-01-02 10:00:00+00:00,5.78,71.05,259.0,172.08,192.0,303.8,1.45,345.0,100294.0
2019-01-02 11:00:00+00:00,7.32,66.65,229.0,72.33,199.0,282.0,2.34,354.0,100205.0
2019-01-02 12:00:00+00:00,7.75,61.15,369.0,629.42,121.0,255.8,3.31,6.0,100166.0
2019-01-02 13:00:00+00:00,7.11,61.8,328.0,834.28,54.0,260.2,3.66,12.0,100215.0
2019-01-02 14:00:00+00:00,6.2,66.55,171.0,386.5,85.0,260.2,3.24,10.0,100274.0
2019-01-02 15:00:00+00:00,4.93,67.7,48.0,227.63,29.0,248.8,3.1,11.0,100333.0
2019-01-02 16:00:00+00:00,3.43,68.15,0.0,-0.0,0.0,236.4,2.9,8.0,100402.0
2019-01-02 17:00:00+00:00,2.54,65.9,0.0,-0.0,0.0,231.4,2.83,7.0,100452.0
2019-01-02 18:00:00+00:00,2.13,62.55,0.0,-0.0,0.0,231.4,2.83,6.0,100551.0
2019-01-02 19:00:00+00:00,2.67,52.4,0.0,-0.0,0.0,236.8,3.24,15.0,100620.0
2019-01-02 20:00:00+00:00,2.06,53.1,0.0,-0.0,0.0,235.0,2.97,18.0,100699.0
2019-01-02 21:00:00+00:00,1.61,54.45,0.0,-0.0,0.0,231.0,2.62,13.0,100718.0
2019-01-02 22:00:00+00:00,1.36,53.2,0.0,-0.0,0.0,230.0,2.62,6.0,100639.0
2019-01-02 23:00:00+00:00,1.14,48.4,0.0,-0.0,0.0,225.2,2.9,5.0,100689.0
2019-01-03 00:00:00+00:00,0.75,46.4,0.0,-0.0,0.0,223.6,2.83,5.0,100797.0
2019-01-03 01:00:00+00:00,0.27,49.65,0.0,-0.0,0.0,220.8,2.55,2.0,100876.0
2019-01-03 02:00:00+00:00,-0.17,54.6,0.0,-0.0,0.0,222.2,2.21,357.0,100965.0
2019-01-03 03:00:00+00:00,-0.63,58.9,0.0,-0.0,0.0,224.8,2.07,352.0,100945.0
2019-01-03 04:00:00+00:00,-0.98,61.65,0.0,-0.0,0.0,225.6,2.0,348.0,100975.0
2019-01-03 05:00:00+00:00,-1.26,63.9,0.0,-0.0,0.0,223.0,2.0,344.0,101014.0
2019-01-03 06:00:00+00:00,-1.49,66.05,0.0,-0.0,0.0,219.8,2.0,348.0,101044.0
2019-01-03 07:00:00+00:00,-1.03,62.65,21.0,0.0,21.0,221.2,2.21,356.0,101103.0
2019-01-03 08:00:00+00:00,-0.2,61.7,116.0,95.17,96.0,221.4,2.34,358.0,101202.0
2019-01-03 09:00:00+00:00,1.0,58.5,324.0,812.1,64.0,223.2,2.62,358.0,101251.0
2019-01-03 10:00:00+00:00,1.79,53.35,303.0,294.53,188.0,223.0,3.24,10.0,101172.0
2019-01-03 11:00:00+00:00,2.19,49.6,421.0,754.35,107.0,225.4,3.52,14.0,101143.0
2019-01-03 12:00:00+00:00,2.13,48.0,381.0,646.79,125.0,227.0,3.59,14.0,101113.0
2019-01-03 13:00:00+00:00,1.94,48.3,324.0,726.19,84.0,222.6,3.38,14.0,101113.0
2019-01-03 14:00:00+00:00,1.61,48.65,209.0,698.49,52.0,220.4,3.17,7.0,101192.0
2019-01-03 15:00:00+00:00,0.93,51.7,61.0,442.65,23.0,219.0,3.1,3.0,101182.0
2019-01-03 16:00:00+00:00,-0.03,54.95,0.0,-0.0,0.0,219.8,2.9,1.0,101232.0
2019-01-03 17:00:00+00:00,-0.68,57.7,0.0,-0.0,0.0,215.2,2.62,358.0,101281.0
2019-01-03 18:00:00+00:00,-1.03,58.7,0.0,-0.0,0.0,218.2,2.34,355.0,101311.0
2019-01-03 19:00:00+00:00,-1.11,58.1,0.0,-0.0,0.0,216.4,2.0,342.0,101350.0
2019-01-03 20:00:00+00:00,-1.57,60.45,0.0,-0.0,0.0,212.4,1.79,337.0,101370.0
2019-01-03 21:00:00+00:00,-1.87,61.75,0.0,-0.0,0.0,213.4,1.72,335.0,101429.0
2019-01-03 22:00:00+00:00,-1.99,61.3,0.0,-0.0,0.0,217.2,1.72,336.0,101429.0
2019-01-03 23:00:00+00:00,-2.2,63.1,0.0,-0.0,0.0,215.2,1.72,342.0,101330.0
2019-01-04 00:00:00+00:00,-2.31,64.3,0.0,-0.0,0.0,214.8,1.79,348.0,101399.0
2019-01-04 01:00:00+00:00,-2.33,65.5,0.0,-0.0,0.0,217.6,1.79,353.0,101399.0
2019-01-04 02:00:00+00:00,-2.42,67.95,0.0,-0.0,0.0,217.6,1.86,358.0,101478.0
2019-01-04 03:00:00+00:00,-2.44,68.75,0.0,-0.0,0.0,217.4,1.93,356.0,101478.0
2019-01-04 04:00:00+00:00,-2.7,71.05,0.0,-0.0,0.0,214.6,1.72,349.0,101459.0
2019-01-04 05:00:00+00:00,-2.87,73.25,0.0,-0.0,0.0,214.4,1.72,352.0,101459.0
2019-01-04 06:00:00+00:00,-3.04,75.65,0.0,-0.0,0.0,214.2,1.72,352.0,101488.0
2019-01-04 07:00:00+00:00,-3.01,74.05,19.0,0.0,19.0,216.4,1.66,348.0,101528.0
2019-01-04 08:00:00+00:00,-1.93,69.9,192.0,659.78,53.0,219.4,1.66,348.0,101607.0
2019-01-04 09:00:00+00:00,-0.63,60.8,318.0,766.3,72.0,220.0,2.21,353.0,101636.0
2019-01-04 10:00:00+00:00,0.14,52.4,386.0,717.42,105.0,221.2,2.76,11.0,101617.0
2019-01-04 11:00:00+00:00,0.31,50.95,425.0,787.39,96.0,220.6,3.52,20.0,101597.0
2019-01-04 12:00:00+00:00,0.53,51.1,343.0,450.09,164.0,239.8,3.1,16.0,101518.0
2019-01-04 13:00:00+00:00,0.76,50.25,308.0,613.24,104.0,228.2,2.97,12.0,101488.0
2019-01-04 14:00:00+00:00,0.45,53.6,177.0,383.04,90.0,233.0,2.76,4.0,101508.0
2019-01-04 15:00:00+00:00,-0.37,60.0,65.0,520.87,19.0,223.2,2.41,358.0,101548.0
2019-01-04 16:00:00+00:00,-1.59,66.1,0.0,-0.0,0.0,215.4,2.14,353.0,101518.0
2019-01-04 17:00:00+00:00,-2.17,69.8,0.0,-0.0,0.0,214.0,2.0,351.0,101567.0
2019-01-04 18:00:00+00:00,-2.49,72.4,0.0,-0.0,0.0,212.2,1.79,352.0,101548.0
2019-01-04 19:00:00+00:00,-2.61,75.7,0.0,-0.0,0.0,216.8,1.45,350.0,101587.0
2019-01-04 20:00:00+00:00,-2.91,77.3,0.0,-0.0,0.0,216.0,1.38,344.0,101528.0
2019-01-04 21:00:00+00:00,-3.19,79.25,0.0,-0.0,0.0,212.0,1.38,345.0,101577.0
2019-01-04 22:00:00+00:00,-3.33,79.85,0.0,-0.0,0.0,211.8,1.31,352.0,101548.0
2019-01-04 23:00:00+00:00,-3.64,82.7,0.0,-0.0,0.0,213.0,1.17,357.0,101508.0
2019-01-05 00:00:00+00:00,-3.84,83.8,0.0,-0.0,0.0,214.8,1.1,4.0,101449.0
2019-01-05 01:00:00+00:00,-3.81,83.35,0.0,-0.0,0.0,219.4,1.17,10.0,101399.0
2019-01-05 02:00:00+00:00,-3.7,82.15,0.0,-0.0,0.0,220.2,1.17,15.0,101419.0
2019-01-05 03:00:00+00:00,-3.35,78.95,0.0,-0.0,0.0,225.4,1.24,19.0,101390.0
2019-01-05 04:00:00+00:00,-3.42,80.05,0.0,-0.0,0.0,225.4,1.24,25.0,101320.0
2019-01-05 05:00:00+00:00,-3.47,79.45,0.0,-0.0,0.0,221.2,1.24,33.0,101301.0
2019-01-05 06:00:00+00:00,-3.69,80.9,0.0,-0.0,0.0,219.0,1.17,43.0,101261.0
2019-01-05 07:00:00+00:00,-3.72,82.25,19.0,0.0,19.0,219.0,1.1,33.0,101251.0
2019-01-05 08:00:00+00:00,-1.9,77.0,188.0,638.87,53.0,217.6,0.9,31.0,101271.0
2019-01-05 09:00:00+00:00,0.63,67.75,312.0,754.65,69.0,221.4,0.76,18.0,101222.0
2019-01-05 10:00:00+00:00,2.7,56.6,395.0,806.56,78.0,226.0,0.97,351.0,101153.0
2019-01-05 11:00:00+00:00,3.95,50.25,359.0,452.89,169.0,228.6,1.45,337.0,101084.0
2019-01-05 12:00:00+00:00,4.56,49.9,255.0,142.6,198.0,232.2,1.38,327.0,100985.0
2019-01-05 13:00:00+00:00,4.59,52.75,231.0,214.97,159.0,238.0,1.1,306.0,100837.0
2019-01-05 14:00:00+00:00,4.33,59.25,44.0,0.0,44.0,238.8,0.9,291.0,100857.0
2019-01-05 15:00:00+00:00,3.56,68.45,26.0,11.0,25.0,261.0,0.62,276.0,100837.0
2019-01-05 16:00:00+00:00,3.09,67.9,0.0,-0.0,0.0,295.8,0.21,169.0,100817.0
2019-01-05 17:00:00+00:00,1.47,83.1,0.0,-0.0,0.0,306.6,0.69,100.0,100837.0
2019-01-05 18:00:00+00:00,0.89,86.35,0.0,-0.0,0.0,310.8,0.9,71.0,100817.0
2019-01-05 19:00:00+00:00,0.66,86.85,0.0,-0.0,0.0,299.8,0.97,70.0,100827.0
2019-01-05 20:00:00+00:00,0.98,87.65,0.0,-0.0,0.0,314.8,0.9,62.0,100807.0
2019-01-05 21:00:00+00:00,1.17,88.5,0.0,-0.0,0.0,316.8,0.9,47.0,100797.0
2019-01-05 22:00:00+00:00,0.94,90.1,0.0,-0.0,0.0,306.4,0.97,42.0,100758.0
2019-01-05 23:00:00+00:00,0.74,91.2,0.0,-0.0,0.0,301.6,1.03,39.0,100738.0
2019-01-06 00:00:00+00:00,0.45,91.55,0.0,-0.0,0.0,293.2,1.1,36.0,100718.0
2019-01-06 01:00:00+00:00,-0.15,91.3,0.0,-0.0,0.0,269.4,1.17,34.0,100748.0
2019-01-06 02:00:00+00:00,-0.82,91.5,0.0,-0.0,0.0,253.0,1.17,36.0,100748.0
2019-01-06 03:00:00+00:00,-1.73,92.35,0.0,-0.0,0.0,237.2,1.31,44.0,100699.0
2019-01-06 04:00:00+00:00,-2.34,92.85,0.0,-0.0,0.0,237.2,1.31,52.0,100639.0
2019-01-06 05:00:00+00:00,-2.83,93.0,0.0,-0.0,0.0,232.4,1.31,57.0,100629.0
2019-01-06 06:00:00+00:00,-3.07,92.35,0.0,-0.0,0.0,230.6,1.24,59.0,100629.0
2019-01-06 07:00:00+00:00,-2.59,87.7,20.0,0.0,20.0,230.6,1.1,55.0,100679.0
2019-01-06 08:00:00+00:00,-0.18,85.85,191.0,660.18,51.0,232.4,0.76,49.0,100718.0
2019-01-06 09:00:00+00:00,3.82,75.7,315.0,758.26,70.0,235.8,0.55,23.0,100778.0
2019-01-06 10:00:00+00:00,6.3,62.25,401.0,828.92,74.0,240.0,0.76,347.0,100758.0
2019-01-06 11:00:00+00:00,7.5,56.8,435.0,861.53,72.0,244.2,0.97,337.0,100738.0
2019-01-06 12:00:00+00:00,8.06,56.65,411.0,846.11,71.0,247.8,1.17,338.0,100689.0
2019-01-06 13:00:00+00:00,8.31,57.15,296.0,527.71,118.0,250.2,1.38,345.0,100629.0
2019-01-06 14:00:00+00:00,8.1,61.25,209.0,663.4,55.0,251.6,1.31,342.0,100649.0
2019-01-06 15:00:00+00:00,7.08,70.2,64.0,417.07,25.0,249.2,1.24,334.0,100679.0
2019-01-06 16:00:00+00:00,5.32,78.05,0.0,-0.0,0.0,250.4,1.24,351.0,100689.0
2019-01-06 17:00:00+00:00,3.29,84.45,0.0,-0.0,0.0,242.2,1.24,15.0,100748.0
2019-01-06 18:00:00+00:00,1.5,88.85,0.0,-0.0,0.0,238.6,1.45,34.0,100748.0
2019-01-06 19:00:00+00:00,1.33,84.8,0.0,-0.0,0.0,237.6,1.38,39.0,100817.0
2019-01-06 20:00:00+00:00,0.0,87.15,0.0,-0.0,0.0,237.8,1.52,51.0,100827.0
2019-01-06 21:00:00+00:00,-0.79,88.4,0.0,-0.0,0.0,237.2,1.59,54.0,100866.0
2019-01-06 22:00:00+00:00,-1.27,89.0,0.0,-0.0,0.0,235.8,1.59,55.0,100906.0
2019-01-06 23:00:00+00:00,-1.6,89.1,0.0,-0.0,0.0,235.0,1.52,56.0,100916.0
2019-01-07 00:00:00+00:00,-1.86,88.85,0.0,-0.0,0.0,232.6,1.52,59.0,100916.0
2019-01-07 01:00:00+00:00,-1.85,87.75,0.0,-0.0,0.0,237.0,1.52,64.0,100965.0
2019-01-07 02:00:00+00:00,-1.98,87.1,0.0,-0.0,0.0,233.0,1.45,71.0,100995.0
2019-01-07 03:00:00+00:00,-2.03,86.6,0.0,-0.0,0.0,236.0,1.38,72.0,100975.0
2019-01-07 04:00:00+00:00,-1.97,86.6,0.0,-0.0,0.0,242.0,1.31,56.0,100945.0
2019-01-07 05:00:00+00:00,-1.88,85.85,0.0,-0.0,0.0,238.8,1.45,58.0,100995.0
2019-01-07 06:00:00+00:00,-1.61,85.85,0.0,-0.0,0.0,248.4,1.52,67.0,101024.0
2019-01-07 07:00:00+00:00,-2.15,83.05,20.0,0.0,20.0,235.0,1.38,59.0,101093.0
2019-01-07 08:00:00+00:00,-0.56,85.95,190.0,638.71,54.0,236.4,0.9,55.0,101153.0
2019-01-07 09:00:00+00:00,3.47,71.6,321.0,792.41,64.0,238.6,0.69,41.0,101222.0
2019-01-07 10:00:00+00:00,5.57,61.3,404.0,833.19,74.0,247.2,0.83,30.0,101232.0
2019-01-07 11:00:00+00:00,6.78,57.45,436.0,848.16,77.0,251.4,0.9,11.0,101261.0
2019-01-07 12:00:00+00:00,7.39,56.65,413.0,836.49,75.0,248.4,1.03,358.0,101222.0
2019-01-07 13:00:00+00:00,7.59,57.85,336.0,785.8,69.0,248.8,1.1,346.0,101192.0
2019-01-07 14:00:00+00:00,7.29,62.65,215.0,694.26,52.0,252.6,1.03,337.0,101192.0
2019-01-07 15:00:00+00:00,6.2,70.65,69.0,457.22,25.0,249.8,1.17,335.0,101202.0
2019-01-07 16:00:00+00:00,4.1,79.7,0.0,-0.0,0.0,242.4,1.17,353.0,101242.0
2019-01-07 17:00:00+00:00,2.32,82.4,0.0,-0.0,0.0,240.4,1.17,14.0,101261.0
2019-01-07 18:00:00+00:00,1.14,84.35,0.0,-0.0,0.0,243.0,1.24,33.0,101291.0
2019-01-07 19:00:00+00:00,2.11,79.6,0.0,-0.0,0.0,241.0,1.03,56.0,101320.0
2019-01-07 20:00:00+00:00,0.52,83.55,0.0,-0.0,0.0,239.4,1.24,68.0,101340.0
2019-01-07 21:00:00+00:00,-0.35,85.25,0.0,-0.0,0.0,239.8,1.31,77.0,101350.0
2019-01-07 22:00:00+00:00,-1.1,86.75,0.0,-0.0,0.0,237.2,1.38,77.0,101330.0
2019-01-07 23:00:00+00:00,-1.53,87.55,0.0,-0.0,0.0,238.8,1.38,76.0,101350.0
2019-01-08 00:00:00+00:00,-1.87,88.1,0.0,-0.0,0.0,235.2,1.38,79.0,101301.0
2019-01-08 01:00:00+00:00,-2.04,87.95,0.0,-0.0,0.0,234.6,1.38,82.0,101281.0
2019-01-08 02:00:00+00:00,-2.14,87.65,0.0,-0.0,0.0,236.0,1.38,85.0,101242.0
2019-01-08 03:00:00+00:00,-2.23,86.25,0.0,-0.0,0.0,232.8,1.31,89.0,101182.0
2019-01-08 04:00:00+00:00,-1.93,82.6,0.0,-0.0,0.0,232.2,1.31,97.0,101123.0
2019-01-08 05:00:00+00:00,-1.56,79.05,0.0,-0.0,0.0,231.6,1.24,99.0,101093.0
2019-01-08 06:00:00+00:00,-1.39,77.95,0.0,-0.0,0.0,232.0,1.24,107.0,101044.0
2019-01-08 07:00:00+00:00,-0.86,82.85,9.0,0.0,9.0,251.6,1.38,121.0,101014.0
2019-01-08 08:00:00+00:00,0.98,84.0,173.0,476.83,71.0,271.8,1.03,129.0,100955.0
2019-01-08 09:00:00+00:00,4.02,78.3,104.0,0.0,104.0,285.4,0.9,153.0,100965.0
2019-01-08 10:00:00+00:00,5.37,75.9,308.0,324.31,179.0,289.2,1.31,170.0,100886.0
2019-01-08 11:00:00+00:00,6.19,74.95,265.0,129.32,210.0,291.2,1.72,178.0,100728.0
2019-01-08 12:00:00+00:00,6.79,74.3,158.0,9.84,154.0,300.2,2.21,184.0,100551.0
2019-01-08 13:00:00+00:00,6.96,76.2,181.0,67.18,158.0,288.8,2.48,186.0,100373.0
2019-01-08 14:00:00+00:00,6.7,79.9,126.0,88.41,105.0,299.6,2.0,177.0,100323.0
2019-01-08 15:00:00+00:00,6.02,84.5,31.0,10.1,30.0,295.2,1.79,166.0,100264.0
2019-01-08 16:00:00+00:00,4.99,89.55,0.0,-0.0,0.0,305.4,1.72,152.0,100166.0
2019-01-08 17:00:00+00:00,4.5,91.9,0.0,-0.0,0.0,314.0,1.72,144.0,100106.0
2019-01-08 18:00:00+00:00,4.03,93.6,0.0,-0.0,0.0,307.8,1.59,135.0,100037.0
2019-01-08 19:00:00+00:00,4.36,95.3,0.0,-0.0,0.0,337.6,1.31,133.0,99988.0
2019-01-08 20:00:00+00:00,4.48,95.4,0.0,-0.0,0.0,339.4,1.24,132.0,99889.0
2019-01-08 21:00:00+00:00,4.41,96.1,0.0,-0.0,0.0,337.0,1.17,129.0,99830.0
2019-01-08 22:00:00+00:00,4.27,96.75,0.0,-0.0,0.0,337.8,1.1,121.0,99741.0
2019-01-08 23:00:00+00:00,4.07,97.1,0.0,-0.0,0.0,335.0,1.1,115.0,99632.0
2019-01-09 00:00:00+00:00,3.55,97.45,0.0,-0.0,0.0,321.2,1.1,105.0,99544.0
2019-01-09 01:00:00+00:00,2.59,97.75,0.0,-0.0,0.0,297.0,1.17,89.0,99494.0
2019-01-09 02:00:00+00:00,2.09,98.05,0.0,-0.0,0.0,303.2,1.1,73.0,99405.0
2019-01-09 03:00:00+00:00,1.23,98.4,0.0,-0.0,0.0,286.6,1.24,54.0,99317.0
2019-01-09 04:00:00+00:00,1.27,98.15,0.0,-0.0,0.0,303.6,1.1,39.0,99267.0
2019-01-09 05:00:00+00:00,1.54,97.8,0.0,-0.0,0.0,310.2,1.17,26.0,99218.0
2019-01-09 06:00:00+00:00,-0.36,99.0,0.0,-0.0,0.0,277.2,1.24,19.0,99198.0
2019-01-09 07:00:00+00:00,-0.05,99.35,20.0,0.0,20.0,296.0,1.45,6.0,99188.0
2019-01-09 08:00:00+00:00,1.76,99.65,199.0,720.91,44.0,295.8,1.38,3.0,99178.0
2019-01-09 09:00:00+00:00,4.28,90.05,321.0,767.32,70.0,276.4,2.21,4.0,99178.0
2019-01-09 10:00:00+00:00,5.28,85.05,351.0,493.02,154.0,270.8,1.72,6.0,99070.0
2019-01-09 11:00:00+00:00,6.4,75.45,413.0,678.43,123.0,252.2,1.79,8.0,99011.0
2019-01-09 12:00:00+00:00,7.14,68.2,423.0,870.73,67.0,248.4,1.79,2.0,98902.0
2019-01-09 13:00:00+00:00,7.47,61.95,246.0,240.56,163.0,249.8,2.0,5.0,98853.0
2019-01-09 14:00:00+00:00,7.06,58.75,230.0,794.68,39.0,248.0,2.07,9.0,98833.0
2019-01-09 15:00:00+00:00,5.96,62.4,77.0,529.77,23.0,252.2,1.93,359.0,98833.0
2019-01-09 16:00:00+00:00,4.36,66.2,0.0,-0.0,0.0,248.4,1.86,356.0,98872.0
2019-01-09 17:00:00+00:00,3.03,70.15,0.0,-0.0,0.0,244.2,1.72,1.0,98902.0
2019-01-09 18:00:00+00:00,2.13,74.0,0.0,-0.0,0.0,248.0,1.66,8.0,98922.0
2019-01-09 19:00:00+00:00,2.0,80.25,0.0,-0.0,0.0,274.2,1.52,2.0,98941.0
2019-01-09 20:00:00+00:00,1.4,81.9,0.0,-0.0,0.0,254.0,1.59,2.0,98981.0
2019-01-09 21:00:00+00:00,1.07,82.4,0.0,-0.0,0.0,258.8,1.59,3.0,99040.0
2019-01-09 22:00:00+00:00,0.86,82.35,0.0,-0.0,0.0,262.8,1.66,2.0,99080.0
2019-01-09 23:00:00+00:00,0.54,82.55,0.0,-0.0,0.0,253.4,1.72,360.0,99090.0
2019-01-10 00:00:00+00:00,0.29,83.6,0.0,-0.0,0.0,254.0,1.79,359.0,99090.0
2019-01-10 01:00:00+00:00,0.23,83.9,0.0,-0.0,0.0,255.8,1.79,359.0,99109.0
2019-01-10 02:00:00+00:00,0.17,83.85,0.0,-0.0,0.0,251.6,1.86,359.0,99149.0
2019-01-10 03:00:00+00:00,0.34,81.6,0.0,-0.0,0.0,261.6,1.93,359.0,99139.0
2019-01-10 04:00:00+00:00,0.21,79.55,0.0,-0.0,0.0,249.4,1.93,357.0,99178.0
2019-01-10 05:00:00+00:00,0.15,77.45,0.0,-0.0,0.0,251.8,1.93,356.0,99208.0
2019-01-10 06:00:00+00:00,0.15,74.95,0.0,-0.0,0.0,254.8,1.93,356.0,99247.0
2019-01-10 07:00:00+00:00,0.38,73.35,13.0,0.0,13.0,254.2,2.07,5.0,99307.0
2019-01-10 08:00:00+00:00,1.11,70.55,205.0,776.99,37.0,245.6,2.07,5.0,99376.0
2019-01-10 09:00:00+00:00,2.52,66.65,322.0,757.57,73.0,249.8,2.34,6.0,99435.0
2019-01-10 10:00:00+00:00,3.62,61.05,408.0,809.46,83.0,247.4,3.31,17.0,99465.0
2019-01-10 11:00:00+00:00,4.45,55.55,203.0,27.93,191.0,243.6,4.14,26.0,99484.0
2019-01-10 12:00:00+00:00,4.57,54.65,343.0,405.93,176.0,272.2,3.66,20.0,99494.0
2019-01-10 13:00:00+00:00,4.34,57.75,356.0,876.93,51.0,253.0,3.17,11.0,99514.0
2019-01-10 14:00:00+00:00,3.89,60.75,175.0,287.76,105.0,246.2,2.9,5.0,99544.0
2019-01-10 15:00:00+00:00,3.11,66.3,56.0,152.53,40.0,245.2,2.62,358.0,99632.0
2019-01-10 16:00:00+00:00,2.0,71.15,0.0,-0.0,0.0,239.2,2.28,355.0,99751.0
2019-01-10 17:00:00+00:00,1.29,74.8,0.0,-0.0,0.0,241.8,2.28,354.0,99790.0
2019-01-10 18:00:00+00:00,0.8,78.2,0.0,-0.0,0.0,241.4,2.14,353.0,99860.0
2019-01-10 19:00:00+00:00,0.57,76.55,0.0,-0.0,0.0,235.8,2.0,359.0,99919.0
2019-01-10 20:00:00+00:00,0.18,77.75,0.0,-0.0,0.0,233.0,1.86,354.0,99988.0
2019-01-10 21:00:00+00:00,-0.15,79.2,0.0,-0.0,0.0,232.4,1.79,352.0,100047.0
2019-01-10 22:00:00+00:00,-0.51,80.75,0.0,-0.0,0.0,227.0,1.79,352.0,100047.0
2019-01-10 23:00:00+00:00,-0.7,81.75,0.0,-0.0,0.0,232.2,1.72,354.0,100067.0
2019-01-11 00:00:00+00:00,-1.0,83.25,0.0,-0.0,0.0,229.4,1.66,353.0,100116.0
2019-01-11 01:00:00+00:00,-1.21,84.45,0.0,-0.0,0.0,231.4,1.72,356.0,100175.0
2019-01-11 02:00:00+00:00,-1.42,85.5,0.0,-0.0,0.0,227.6,1.66,358.0,100205.0
2019-01-11 03:00:00+00:00,-1.49,85.8,0.0,-0.0,0.0,232.8,1.66,359.0,100205.0
2019-01-11 04:00:00+00:00,-1.59,86.05,0.0,-0.0,0.0,231.2,1.59,358.0,100225.0
2019-01-11 05:00:00+00:00,-1.39,84.4,0.0,-0.0,0.0,228.4,1.59,360.0,100245.0
2019-01-11 06:00:00+00:00,-1.63,85.9,0.0,-0.0,0.0,228.8,1.59,1.0,100254.0
2019-01-11 07:00:00+00:00,-1.88,85.65,21.0,0.0,21.0,226.2,1.45,16.0,100314.0
2019-01-11 08:00:00+00:00,-0.45,82.05,198.0,675.72,51.0,227.8,1.31,16.0,100333.0
2019-01-11 09:00:00+00:00,1.65,73.75,329.0,805.18,63.0,230.6,1.45,7.0,100422.0
2019-01-11 10:00:00+00:00,3.39,65.7,426.0,924.33,53.0,233.8,1.72,6.0,100393.0
2019-01-11 11:00:00+00:00,4.38,58.85,449.0,860.95,77.0,238.6,2.07,16.0,100402.0
2019-01-11 12:00:00+00:00,4.88,53.35,424.0,830.82,80.0,237.0,2.21,18.0,100383.0
